pdb_id_,|C-N-A|_mean,|N-A-C|_mean,|A-C-N|_mean,TP(NA)_x_mean,TP(NA)_y_mean,TP(AC)_x_mean,TP(AC)_y_mean,TP(CN)_x_mean,TP(CN)_y_mean
lo_A_model_1_relaxed_repeat001,2.4537275064267354,2.467043701799486,2.439331619537275,0.07079691516709512,-1.1287917737789204,0.13213367609254498,0.1830077120822622,-1.2623650385604113,0.09591259640102828
lo_A_model_1_relaxed_repeat002,2.4295886889460157,2.4423136246786634,2.4148843187660667,0.06483290488431877,-1.147866323907455,0.0987917737789203,0.1599228791773779,-1.2772236503856043,0.07082262210796915
lo_A_model_1_relaxed_repeat003,2.4323393316195374,2.447043701799486,2.4188946015424166,0.0827763496143959,-1.1098714652956299,0.10912596401028278,0.18948586118251926,-1.2746272493573265,0.07498714652956298
lo_A_model_1_relaxed_repeat004,2.474215938303342,2.4924421593830335,2.4531105398457584,0.014601542416452444,-1.1315424164524421,0.1270694087403599,0.20856041131105396,-1.2936760925449873,0.0712853470437018
lo_A_model_1_relaxed_repeat005,2.432005141388175,2.4453984575835475,2.415784061696658,0.07732647814910025,-1.1340359897172236,0.10673521850899743,0.16241645244215938,-1.281491002570694,0.07462724935732648
lo_A_model_1_relaxed_repeat006,2.4529048843187664,2.467043701799486,2.436863753213368,0.09197943444730078,-1.1604884318766067,0.14804627249357324,0.1994344473007712,-1.279948586118252,0.07596401028277636
lo_A_model_1_relaxed_repeat007,2.4723907455012855,2.49146529562982,2.4544987146529564,-0.028560411311053982,-1.1294087403598971,0.15017994858611824,0.1887146529562982,-1.3043701799485863,0.0355012853470437
lo_A_model_1_relaxed_repeat008,2.473701799485861,2.493521850899743,2.4545501285347044,-0.0033676092544987187,-1.1268380462724934,0.13017994858611825,0.20082262210796917,-1.30133676092545,0.03894601542416452
lo_A_model_1_relaxed_repeat009,2.430976863753213,2.445938303341902,2.416478149100257,0.06455012853470436,-1.15706940874036,0.10658097686375322,0.1504370179948586,-1.2731619537275065,0.061619537275064265
lo_A_model_1_relaxed_repeat010,2.4744473007712084,2.4917737789203085,2.455526992287918,-0.006143958868894603,-1.1160668380462724,0.1677120822622108,0.20426735218508996,-1.2940359897172236,0.06367609254498714
lo_A_model_1_relaxed_repeat011,2.4738817480719795,2.4946015424164525,2.4539074550128537,0.032416452442159384,-1.1294087403598971,0.16506426735218507,0.1997172236503856,-1.292879177377892,0.036838046272493576
