perf/data_time_s,train/distogram,train/experimentally_resolved,train/fape,train/plddt_loss,train/masked_msa,train/supervised_chi,train/violation,train/unscaled_loss,train/loss,epoch,step,perf/compute_time_s,train/distogram_epoch,train/experimentally_resolved_epoch,train/fape_epoch,train/plddt_loss_epoch,train/masked_msa_epoch,train/supervised_chi_epoch,train/violation_epoch,train/unscaled_loss_epoch,train/loss_epoch,train/lddt_ca,train/drmsd_ca
0.0,1.9018807411193848,0.6914061903953552,0.8888677954673767,2.9343104362487793,0.38968199491500854,0.5152760148048401,1.953432559967041,2.7834153175354004,44.534645080566406,27,270024,,,,,,,,,,,,
0.0,2.0237841606140137,0.6914061307907104,0.6047210693359375,3.115022659301758,1.1413711309432983,0.4340483546257019,0.38128727674484253,3.9597971439361572,39.795467376708984,27,270049,3.7618749141693115,,,,,,,,,,,
0.07877838611602783,2.268674850463867,0.6914056539535522,0.7577921152114868,3.284153461456299,1.279456615447998,0.3901914060115814,1.3727655410766602,4.4203410148620605,18.753917694091797,27,270074,3.7618749141693115,,,,,,,,,,,
0.07877838611602783,1.144101858139038,0.0,0.8313137292861938,0.0,1.1383588314056396,0.0005884199636057019,0.3410945534706116,3.451850414276123,55.22960662841797,27,270099,3.7480990886688232,,,,,,,,,,,
0.13711901009082794,1.4474232196807861,0.0,0.5398392081260681,0.0,0.9345329403877258,0.38847750425338745,0.3629797697067261,3.231609582901001,47.38469696044922,27,270124,3.7480990886688232,,,,,,,,,,,
0.13711901009082794,1.9505025148391724,0.6914061903953552,0.9188785552978516,3.9014852046966553,0.39892521500587463,0.5293415188789368,1.8291218280792236,2.8702359199523926,37.533203125,27,270149,3.7496607303619385,,,,,,,,,,,
0.07605639100074768,1.147444486618042,0.69140625,1.3877651691436768,2.9355454444885254,0.3965204954147339,0.40607964992523193,1.4768614768981934,2.9604744911193848,42.49080276489258,27,270174,3.7496607303619385,,,,,,,,,,,
0.07605639100074768,2.397679567337036,0.0,0.4982077181339264,0.0,1.0151222944259644,0.5853033065795898,0.8637380599975586,3.833059549331665,15.33223819732666,27,270199,2.2738630771636963,,,,,,,,,,,
0.13556629419326782,2.3443706035614014,0.6914061307907104,0.7968431115150452,2.9017913341522217,0.805939793586731,0.3831147253513336,1.0490071773529053,3.5241665840148926,32.871238708496094,27,270224,2.2738630771636963,,,,,,,,,,,
0.13556629419326782,2.04206919670105,0.0,0.7325403094291687,0.0,1.2508381605148315,0.5884274244308472,1.0035688877105713,4.435265064239502,48.38302993774414,27,270249,3.7599334716796875,,,,,,,,,,,
