epoch,global_step,train/loss_epoch,train/lddt_ca,train/drmsd_ca,perf/data_time_s,perf/compute_time_s
0,10000,56.673282623291016,0.11235139518976212,20.185697555541992,0.10329414904117584,3.2143783569335938
1,20000,46.852874755859375,0.20284052193164825,17.389799118041992,0.0992371067404747,3.2188239097595215
2,30000,44.623939514160156,0.3272688388824463,12.81031608581543,0.11033795028924942,3.2158477306365967
3,40000,43.87698745727539,0.4616661071777344,9.232033729553223,0.10587552189826965,3.2055141925811768
4,50000,42.838417053222656,0.5063347220420837,8.540166854858398,0.10690478980541229,3.2223260402679443
5,60000,41.91007614135742,0.5344553589820862,7.984551429748535,0.12844190001487732,3.2044923305511475
6,70000,40.81593704223633,0.5595681667327881,7.509187698364258,0.11807088553905487,3.1822915077209473
7,80000,41.77177047729492,0.5650349259376526,7.4695539474487305,0.1165776252746582,3.1965718269348145
8,90000,41.3116340637207,0.5873029232025146,7.049704074859619,0.09436079114675522,3.1936535835266113
9,100000,41.270755767822266,0.5981076955795288,6.844639778137207,0.08695011585950851,3.2189652919769287
10,110000,41.865570068359375,0.6005004048347473,6.846439838409424,0.09733115136623383,3.2026476860046387
11,120000,40.03877639770508,0.6195955276489258,6.268317222595215,0.11849714815616608,3.234410285949707
12,130000,39.3387451171875,0.6226781010627747,6.343622207641602,0.10704933851957321,3.234358072280884
13,140000,40.72563171386719,0.6279255151748657,6.2258734703063965,0.11567103862762451,3.2247538566589355
14,150000,38.65635299682617,0.6355846524238586,5.877823352813721,0.13263145089149475,3.228879690170288
15,160000,39.243080139160156,0.6411534547805786,5.890666961669922,0.12439728528261185,3.2357070446014404
16,170000,39.54872512817383,0.6425821781158447,6.029116630554199,0.08512434363365173,3.2428948879241943
17,180000,39.47403335571289,0.642920732498169,5.938150405883789,0.10229659080505371,3.2725276947021484
18,190000,39.620635986328125,0.6410680413246155,5.793169975280762,0.09237128496170044,3.2401535511016846
19,200000,39.160972595214844,0.6494375467300415,5.7406840324401855,0.856738805770874,3.2385964393615723
20,210000,39.47606658935547,0.6512293219566345,5.690724849700928,0.10624921321868896,3.2387948036193848
21,220000,41.27583312988281,0.6497393846511841,5.779068946838379,0.09463733434677124,3.202207088470459
22,230000,39.35614776611328,0.6547203660011292,5.717024326324463,0.08622230589389801,3.204296827316284
23,240000,43.76560592651367,0.6158888339996338,6.3995442390441895,0.10153389722108841,3.2147929668426514
24,250000,41.51982879638672,0.638878583908081,5.849758148193359,0.11344917118549347,3.219731569290161
25,260000,39.56095886230469,0.6513161659240723,5.723677158355713,0.10644029825925827,3.2301785945892334
26,270000,39.571014404296875,0.6514226794242859,5.680860996246338,0.10354284197092056,3.210818290710449
27,280000,39.19760513305664,0.6620538830757141,5.483142852783203,0.09573649615049362,3.2537546157836914
28,290000,38.63100051879883,0.6681708693504333,5.505334854125977,0.10172002017498016,3.235696315765381
29,300000,38.94245147705078,0.6602175235748291,5.64331579208374,0.09341859817504883,3.2541427612304688
30,310000,38.63713073730469,0.6643037796020508,5.402145862579346,0.10379920154809952,3.273442029953003
31,320000,38.1012077331543,0.6691145300865173,5.396252632141113,0.10508173704147339,3.2711586952209473
32,330000,38.313331604003906,0.6721593737602234,5.3265228271484375,0.10869733989238739,3.23268985748291
