"BRI_Linf_dist, Angstrom","BRI_RMS_dist, Angstrom","BTI_Linf_dist, Angstrom","BTI_RMS_dist, Angstrom",prediction_id1,prediction_id2
2.407,0.19956862563445482,2.59,0.28256276601526503,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat076
2.425,0.19362195958410883,3.0300000000000002,0.2750615485811646,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat020
2.428,0.21158210019186946,2.77,0.2880177927264887,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat090
2.443,0.21746464234994417,2.83,0.274998764465946,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat006
2.4539999999999997,0.23696732177239718,2.8499999999999996,0.29939514609460044,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat038
2.46,0.21304712046042934,2.85,0.2757651340469586,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat075
2.465,0.2001839533142473,2.9,0.27497535329792044,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat028
2.4669999999999996,0.2100266336404516,2.88,0.29136431088847103,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat086
2.4699999999999998,0.20619673509110603,2.79,0.26456934532093457,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat026
2.473,0.22260795551776608,2.76,0.29758729378939,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat060
2.474,0.2582361330820777,2.92,0.36246572528014454,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat087
2.4779999999999998,0.23492353609453182,2.81,0.3069124939945539,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat046
2.495,0.20091785309172286,2.86,0.2825762839007831,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat001
2.507,0.2422790508557187,2.8,0.3242123502716538,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat013
2.508,0.2410141804814253,2.9299999999999997,0.31291737221060034,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat030
2.5220000000000002,0.1936439316014468,2.79,0.26687247065537745,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat077
2.5389999999999997,0.227192442045198,2.71,0.30282730669872465,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat089
2.5629999999999997,0.2155114899233548,2.9299999999999997,0.29877139935090863,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat074
2.5629999999999997,0.198010378190752,2.84,0.2644992028838277,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat010
2.577,0.22135164768153517,2.98,0.31870005990447936,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat012
2.581,0.18788007619996366,2.8200000000000003,0.24400579275001874,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat037
2.596,0.20513160854445212,2.81,0.27266118200373485,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat091
2.6020000000000003,0.2325000955281543,2.98,0.2908745630764597,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat033
2.604,0.21977356079781543,2.8,0.3025181393017299,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat048
2.613,0.19749384083404214,2.81,0.2893491784457645,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat065
2.617,0.20695978751455235,2.71,0.28921891753544055,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat088
2.617,0.25188491081755565,2.7699999999999996,0.32168271806482496,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat043
2.659,0.2582511187649487,2.79,0.33297076132446785,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat064
2.681,0.2205184351874254,2.77,0.27532454512849847,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat070
2.689,0.2164003965259656,2.8899999999999997,0.2921152691526121,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat052
2.6959999999999997,0.23081297571149553,2.8,0.30892151685588026,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat015
2.707,0.21734663940239238,2.85,0.29484721195512603,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat022
2.709,0.2352111491669086,2.77,0.29254519233190157,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat036
2.713,0.24103063340057446,2.8200000000000003,0.3128076282690216,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat058
2.713,0.23932126485366653,2.7199999999999998,0.31974668084932967,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat031
2.716,0.1968458326487696,2.76,0.2729384425455129,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat061
2.718,0.21077881945208282,3.03,0.2977055318447864,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat040
2.7270000000000003,0.24392129585049524,2.95,0.3199930703827662,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat071
2.734,0.20837559697202496,2.76,0.279976240561534,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat027
2.737,0.1893940673106604,2.8200000000000003,0.27378552218886393,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat079
2.737,0.20102809218702444,2.84,0.27613570920809377,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat062
2.747,0.2080244895894607,2.65,0.2992448292137373,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat084
2.748,0.2127875867656407,2.83,0.292125602554958,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat063
2.749,0.24854289762522438,2.91,0.3201329301867986,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat021
2.7520000000000002,0.2341346561190681,2.82,0.3091771811237221,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat059
2.753,0.2221573460616505,2.92,0.2980714357830297,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat032
2.758,0.2406731950972947,2.8899999999999997,0.31472334968721416,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat023
2.758,0.21217303382004174,2.83,0.28858968401947543,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat005
2.7590000000000003,0.19972275347253127,2.96,0.2564231793816179,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat044
2.7590000000000003,0.23237688358115538,2.76,0.2983377410340869,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat024
2.76,0.2120234695622337,2.83,0.29570981019488274,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat069
2.761,0.21568519023696003,2.85,0.289040739959306,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat025
2.761,0.21105924694848283,2.8499999999999996,0.2841819824366613,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat056
2.765,0.2117840803969579,2.63,0.2991980219958639,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat082
2.765,0.24093867935701074,2.9000000000000004,0.3230418726761996,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat054
2.768,0.2283808667877748,2.98,0.34299159346880764,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat093
2.769,0.19074114165208583,2.88,0.28917484105319435,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat068
2.7720000000000002,0.22871730337709817,2.99,0.31113935255699354,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat096
2.774,0.23525310936297936,2.85,0.30612455972333924,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat080
2.778,0.2162684603084264,2.88,0.2999442485153758,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat049
2.779,0.19238321541568193,2.95,0.26104045148299043,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat092
2.7800000000000002,0.2374964642459496,2.88,0.3439804449310932,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat066
2.782,0.22074163977545838,3.06,0.293022334811086,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat097
2.782,0.2163682840315649,2.8200000000000003,0.2894534833564483,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat018
2.787,0.22982282906858334,2.67,0.2920507138432746,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat029
2.793,0.2047487507407551,2.8899999999999997,0.2818378271296181,lo_A_model_1_unrelaxed_repeat041,lo_A_model_1_unrelaxed_repeat099
